,name,product_summary,product_tech_spec,product_addl_info,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews
433,"Notepal X-Lite II - Notebook-Lüfter mit USB-Hub (2 Ports) - 15.6""",,,"[{'info': 'Product Dimensions', 'value': '1.11 x 12.99 x 9.89 inches'}, {'info': 'Item Weight', 'value': '1.75 pounds'}, {'info': 'Manufacturer', 'value': 'Coolermaster'}, {'info': 'ASIN', 'value': 'B00EB1R0Z2'}, {'info': 'Item model number', 'value': 'R9-NBC-XL2K-GP'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 3.9 out of 5 stars 44 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 3.9 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#223,364 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #1,043 in Laptop Cooling Pads'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'August 13, 2013'}]",,,,,
434,,,,,,,,,
435,UGREEN USB External Sound Card Audio Adapter 2 in 1 USB to 3.5mm Jack Audio Adapter Aluminum Stereo Sound Card for Windows Mac PS5 Linux PC Laptops Desktops,,,"[{'info': 'Product Dimensions', 'value': '0.31 x 0.79 x 1.97 inches'}, {'info': 'Item Weight', 'value': '0.741 ounces'}, {'info': 'ASIN', 'value': 'B087T5H3MQ'}, {'info': 'Item model number', 'value': '80864'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.4 out of 5 stars 1,134 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.4 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#8 in External Sound Cards'}, {'info': 'Date First Available', 'value': 'April 29, 2020'}, {'info': 'Manufacturer', 'value': 'UGREEN GROUP LIMITED'}]",,,,,/UGREEN-External-Adapter-Aluminum-Desktops/product-reviews/B087T5H3MQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
436,,,,,,,,,
437,,,,,,,,,
438,"SourceTon 3 Packs Earphone with Remote & Microphone, in Ear Stereo Sound Noise Isolating Tangle Free for Smartphones, Laptops, Gaming, Fits 3.5mm Interface Device",,,"[{'info': 'Package Dimensions', 'value': '4.7 x 4.5 x 0.6 inches'}, {'info': 'Item Weight', 'value': '1.58 ounces'}, {'info': 'Manufacturer', 'value': 'SourceTon'}, {'info': 'ASIN', 'value': 'B07DFZ32LP'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.2 out of 5 stars 2,757 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.2 out of 5 stars'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'May 31, 2018'}]",SourceTon,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1N847EN94T6V8&isAmazonFulfilled=1,,,/Headphones-Microphone-SourceTon-Isolating-Smartphones/product-reviews/B07DFZ32LP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
439,,,,,,,,,
440,,,,,,,,,
441,,,,,,,,,
442,,,,,,,,,
443,,,,,,,,,
444,,,,,,,,,
445,,,,,,,,,
446,,,,,,,,,
447,,,,,,,,,
448,,,,,,,,,
449,,,,,,,,,
450,KROSER Travel Laptop Backpack 17.3 Inch XL Computer Backpack Stylish College Backpack with USB Charging Port & RFID Pockets Water-Repellent Day pack for School/Business/Men/Women-Black,"[{'info': 'Brand', 'value': '\u200eKROSER'}, {'info': 'Item model number', 'value': '\u200eXYK881'}, {'info': 'Item Weight', 'value': '\u200e2.59 pounds'}, {'info': 'Product Dimensions', 'value': '\u200e18.6 x 10.8 x 13.5 inches'}, {'info': 'Item Dimensions  LxWxH', 'value': '\u200e18.6 x 10.8 x 13.5 inches'}, {'info': 'Color', 'value': '\u200eBlack'}, {'info': 'Department', 'value': '\u200eUnisex-adult'}, {'info': 'Manufacturer', 'value': '\u200eKROSER'}, {'info': 'ASIN', 'value': '\u200eB07TZ7F2MP'}, {'info': 'Date First Available', 'value': '\u200eAugust 14, 2019'}]","[{'info': 'Standing screen display size', 'value': '\u200e17.3 Inches'}]","[{'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.7 out of 5 stars 3,219 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.7 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#66 in Laptop Backpacks'}]",,,,,/KROSER-Backpack-Computer-Water-Repellent-Women-Black/product-reviews/B07TZ7F2MP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
451,,,,,,,,,
452,,,,,,,,,
453,,,,,,,,,
454,"QGeeM USB C Hub, 8-in-1 Tempered Glass USB C to HDMI Adapter, USB C to USB 3.0, with100W PD, SD&TF Card Slot, USB c to 3.5mm, Compatible with MacBook Pro 2019/2018,Type C hub",,,"[{'info': 'Package Dimensions', 'value': '6.26 x 4.02 x 0.63 inches'}, {'info': 'Item Weight', 'value': '4.6 ounces'}, {'info': 'Manufacturer', 'value': 'QGeeM'}, {'info': 'ASIN', 'value': 'B082KN5W9D'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.6 out of 5 stars 537 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.6 out of 5 stars'}, {'info': 'Date First Available', 'value': 'July 13, 2020'}]",,,,,/QGeeM-Tempered-Adapter-with100W-Compatible/product-reviews/B082KN5W9D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
455,,,,,,,,,
456,,,,,,,,,
457,,,,,,,,,
458,,,,,,,,,
459,,,,,,,,,
460,,,,,,,,,
461,,,,,,,,,
462,,,,,,,,,
463,,,,,,,,,
464,,,,,,,,,
465,,,,,,,,,
466,,,,,,,,,
467,,,,,,,,,
468,,,,,,,,,
469,,,,,,,,,
470,,,,,,,,,
471,,,,,,,,,
472,,,,,,,,,
473,,,,,,,,,
474,,,,,,,,,
475,,,,,,,,,
476,"Rankie Mini DisplayPort (Mini DP) to HDMI Cable, 4K Ready, 15 Feet","[{'info': 'Brand', 'value': '\u200eRankie'}, {'info': 'Item model number', 'value': '\u200eR-1101D'}, {'info': 'Item Weight', 'value': '\u200e7 ounces'}, {'info': 'Product Dimensions', 'value': '\u200e7.7 x 5.7 x 0.8 inches'}, {'info': 'Item Dimensions  LxWxH', 'value': '\u200e7.7 x 5.7 x 0.8 inches'}, {'info': 'Computer Memory Type', 'value': '\u200e72-Pin EDO SIMM Memory'}, {'info': 'Manufacturer', 'value': '\u200eRankie'}, {'info': 'ASIN', 'value': '\u200eB01IOJ1FU2'}, {'info': 'Is Discontinued By Manufacturer', 'value': '\u200eNo'}, {'info': 'Date First Available', 'value': '\u200eJuly 19, 2016'}]","[{'info': 'RAM', 'value': '\u200e1 GB'}]","[{'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.6 out of 5 stars 18,101 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.6 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#1,604 in HDMI Cables'}]",,,,,/Rankie-Mini-DisplayPort-Cable-Ready/product-reviews/B01IOJ1FU2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
477,,,,,,,,,
478,,,,,,,,,
479,,,,,,,,,
480,"ABLEWE Ethernet Adapter, Gigabit LAN Network Adapter 1000Mbps USB C to Ethernet Adaptor for Windows 10, 8.1, 8, 7, Vista, XP; Linux; Mac OS 10.6 and Higher-20CM (Dark Gray)",,,"[{'info': 'Product Dimensions', 'value': '5.12 x 0.94 x 2.17 inches'}, {'info': 'Item Weight', 'value': '1.41 ounces'}, {'info': 'ASIN', 'value': 'B0858Y8KNP'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.2 out of 5 stars 306 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.2 out of 5 stars'}, {'info': 'Date First Available', 'value': 'November 23, 2020'}, {'info': 'Manufacturer', 'value': 'ABLEWE'}]",,,,,
481,,,,,,,,,
482,,,,,,,,,
483,,,,,,,,,
484,,,,,,,,,
485,,,,,,,,,
486,,,,,,,,,
487,,,,,,,,,
488,"Hama Câble d'alimentation 2,5m noir (normes europ.) 78473",,,"[{'info': 'Product Dimensions', 'value': '9.06 x 3.74 x 1.57 inches'}, {'info': 'Item Weight', 'value': '5 ounces'}, {'info': 'ASIN', 'value': 'B004FU6LN6'}, {'info': 'Item model number', 'value': '00078473'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.7 out of 5 stars 737 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.7 out of 5 stars'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Other display features', 'value': 'Wireless'}, {'info': 'Manufacturer', 'value': 'Hama'}, {'info': 'Date First Available', 'value': 'April 17, 2013'}]",,,,,
489,,,,,,,,,
490,,,,,,,,,
491,,,,,,,,,
492,,,,,,,,,
493,,,,,,,,,
494,,,,,,,,,
495,,,,,,,,,
496,,,,,,,,,
497,,,,,,,,,
498,,,,,,,,,
499,,,,,,,,,
500,,,,,,,,,
501,,,,,,,,,
502,,,,,,,,,
503,,,,,,,,,
504,,,,,,,,,
505,,,,,,,,,
506,,,,,,,,,
507,,,,,,,,,
508,,,,,,,,,
509,,,,,,,,,
510,,,,,,,,,
511,,,,,,,,,
512,,,,,,,,,
513,,,,,,,,,
514,,,,,,,,,
515,,,,,,,,,
516,,,,,,,,,
517,,,,,,,,,
518,,,,,,,,,
519,,,,,,,,,
520,,,,,,,,,
521,,,,,,,,,
522,,,,,,,,,
523,,,,,,,,,
524,,,,,,,,,
525,,,,,,,,,
526,,,,,,,,,
527,,,,,,,,,
528,,,,,,,,,
529,,,,,,,,,
530,,,,,,,,,
531,,,,,,,,,
532,,,,,,,,,
533,,,,,,,,,
534,,,,,,,,,
535,,,,,,,,,
536,,,,,,,,,
537,,,,,,,,,
538,,,,,,,,,
539,,,,,,,,,
540,,,,,,,,,
541,,,,,,,,,
542,,,,,,,,,
543,,,,,,,,,
544,,,,,,,,,
545,,,,,,,,,
546,,,,,,,,,
547,,,,,,,,,
548,,,,,,,,,
549,,,,,,,,,
550,,,,,,,,,
551,,,,,,,,,
552,,,,,,,,,
553,,,,,,,,,
554,,,,,,,,,
555,,,,,,,,,
556,,,,,,,,,
557,,,,,,,,,
558,,,,,,,,,
559,,,,,,,,,
560,,,,,,,,,
561,,,,,,,,,
562,,,,,,,,,
563,,,,,,,,,
564,,,,,,,,,
565,,,,,,,,,
566,,,,,,,,,
567,,,,,,,,,
568,,,,,,,,,
569,,,,,,,,,
570,,,,,,,,,
571,,,,,,,,,
572,,,,,,,,,
573,,,,,,,,,
574,,,,,,,,,
575,,,,,,,,,
576,,,,,,,,,
577,,,,,,,,,
578,,,,,,,,,
579,,,,,,,,,
580,,,,,,,,,
581,,,,,,,,,
582,,,,,,,,,
583,,,,,,,,,
584,,,,,,,,,
585,,,,,,,,,
586,,,,,,,,,
587,,,,,,,,,
588,,,,,,,,,
589,,,,,,,,,
590,,,,,,,,,
591,,,,,,,,,
592,,,,,,,,,
593,,,,,,,,,
594,,,,,,,,,
595,,,,,,,,,
596,,,,,,,,,
597,,,,,,,,,
598,,,,,,,,,
599,,,,,,,,,
600,"Akuoly Laptop Screw Set PC M2 M3 M2.5 Screw Standoffs for Universal Laptops and Hard Drive Disk M.2 SSD, 355 Pieces",,,,,,,,/Akuoly-Laptop-Standoffs-Universal-Laptops/product-reviews/B07VC658KX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
601,,,,,,,,,
602,,,,,,,,,
603,,,,,,,,,
604,,,,,,,,,
605,,,,,,,,,
606,,,,,,,,,
607,,,,,,,,,
608,,,,,,,,,
609,,,,,,,,,
610,,,,,,,,,
611,Notebook 470 G7 - Core i7-10510U - 32GB DDR4-RAM - 500GB SSD + 1000GB - 43.9 cm (17.3 Inch/Full HD) Business Laptop,,,"[{'info': 'Item Weight', 'value': '5.5 pounds'}, {'info': 'ASIN', 'value': 'B07NPR2HFS'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'RAM', 'value': '32 GB'}, {'info': 'Other display features', 'value': 'Wireless'}, {'info': 'Device interface - primary', 'value': 'Keypad'}, {'info': 'Colour', 'value': 'Navy blue'}, {'info': 'Manufacturer', 'value': 'EzonEZoff'}, {'info': 'Date First Available', 'value': 'February 2, 2021'}]",,,,,
612,,,,,,,,,
613,,,,,,,,,
614,,,,,,,,,
615,,,,,,,,,
616,,,,,,,,,
617,,,,,,,,,
618,"mCover Hard Shell Case only for 13.5-inch Microsoft Surface Book ComputerNo Compatible with 13.5"" Microsoft Surface Laptop (Blue Surface Book)","[{'info': 'Brand', 'value': '\u200eMCover'}, {'info': 'Item model number', 'value': '\u200e0751446760040'}, {'info': 'Item Weight', 'value': '\u200e10.6 ounces'}, {'info': 'Product Dimensions', 'value': '\u200e12.4 x 9.2 x 0.9 inches'}, {'info': 'Item Dimensions  LxWxH', 'value': '\u200e12.4 x 9.2 x 0.9 inches'}, {'info': 'Color', 'value': '\u200eBlue'}, {'info': 'Manufacturer', 'value': '\u200eiPearl Inc'}, {'info': 'ASIN', 'value': '\u200eB071S7LC4Z'}, {'info': 'Is Discontinued By Manufacturer', 'value': '\u200eNo'}, {'info': 'Date First Available', 'value': '\u200eJanuary 15, 2020'}]","[{'info': 'Standing screen display size', 'value': '\u200e13.5 Inches'}]","[{'info': 'Best Sellers Rank', 'value': '#71,780 in Laptop Sleeves'}]",,,,,
619,,,,,,,,,
620,,,,,,,,,
621,,,,,,,,,
622,,,,,,,,,
623,,,,,,,,,
624,,,,,,,,,
625,,,,,,,,,
626,,,,,,,,,
627,,,,,,,,,
628,,,,,,,,,
629,,,,,,,,,
630,,,,,,,,,
631,,,,,,,,,
632,,,,,,,,,
633,,,,,,,,,
634,,,,,,,,,
635,,,,,,,,,
636,,,,,,,,,
637,"Fellowes Designer Suites Monitor Riser, Black - 8038101","[{'info': 'Brand', 'value': '\u200eFellowes'}, {'info': 'Item model number', 'value': '\u200e8038101'}, {'info': 'Hardware Platform', 'value': '\u200ePC'}, {'info': 'Item Weight', 'value': '\u200e2.34 pounds'}, {'info': 'Product Dimensions', 'value': '\u200e9 x 16 x 4 inches'}, {'info': 'Item Dimensions  LxWxH', 'value': '\u200e9 x 16 x 4 inches'}, {'info': 'Color', 'value': '\u200eBlack'}, {'info': 'Manufacturer', 'value': '\u200eFellowes'}, {'info': 'Language', 'value': '\u200eEnglish'}, {'info': 'ASIN', 'value': '\u200eB001C88M90'}, {'info': 'Is Discontinued By Manufacturer', 'value': '\u200eNo'}, {'info': 'Date First Available', 'value': '\u200eSeptember 14, 2004'}]","[{'info': 'Standing screen display size', 'value': '\u200e21 Inches'}]","[{'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.6 out of 5 stars 496 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.6 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#48,410 in Office Products ( See Top 100 in Office Products ) #655 in Monitor Arms & Monitor Stands'}]",,,,,/Fellowes-Designer-Suites-Monitor-Riser/product-reviews/B001C88M90/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
638,,,,,,,,,
639,,,,,,,,,
640,,,,,,,,,
641,Netgear 6000450 MIMO Antenna with 2 TS-9 Connectors - Retail Packaging - Black,,"[{'info': 'Brand', 'value': '\u200eNETGEAR'}, {'info': 'Item model number', 'value': '\u200e6000450'}, {'info': 'Item Weight', 'value': '\u200e3.2 ounces'}, {'info': 'Product Dimensions', 'value': '\u200e6.3 x 4.7 x 0.22 inches'}, {'info': 'Item Dimensions  LxWxH', 'value': '\u200e6.3 x 4.7 x 0.22 inches'}, {'info': 'Color', 'value': '\u200eBlack'}, {'info': 'Processor Count', 'value': '\u200e1'}, {'info': 'Power Source', 'value': '\u200eMobile hotspot'}, {'info': 'Manufacturer', 'value': '\u200eNetgear'}, {'info': 'ASIN', 'value': '\u200eB00DN3J03O'}, {'info': 'Is Discontinued By Manufacturer', 'value': '\u200eNo'}, {'info': 'Date First Available', 'value': '\u200eJune 25, 2013'}]","[{'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.0 out of 5 stars 3,161 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.0 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#1 in Computer Networking Antennas'}]",,,,,/Netgear-6000450-MIMO-Antenna-Connectors/product-reviews/B00DN3J03O/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
642,,,,,,,,,
643,KOMPUTERBAY 4GB (2 X 2GB) DDR2 SODIMM (200 pin) 800Mhz PC2 6400 / PC2 6300 for Gateway 4 GB KIT,"[{'info': 'Brand', 'value': '\u200eKOMPUTERBAY'}, {'info': 'Item model number', 'value': '\u200eKB_4GB_2X2GB_PC2_6400_800_SODIMM'}, {'info': 'Item Weight', 'value': '\u200e0.704 ounces'}, {'info': 'Package Dimensions', 'value': '\u200e5.75 x 3.15 x 0.39 inches'}, {'info': 'Computer Memory Type', 'value': '\u200eDDR2 SDRAM'}, {'info': 'Voltage', 'value': '\u200e1.8 Volts'}, {'info': 'Manufacturer', 'value': '\u200eKOMPUTERBAY'}, {'info': 'ASIN', 'value': '\u200eB004LT6MUS'}, {'info': 'Is Discontinued By Manufacturer', 'value': '\u200eNo'}, {'info': 'Date First Available', 'value': '\u200eMay 27, 2010'}]","[{'info': 'RAM', 'value': '\u200e4 GB ddr2_sdram'}, {'info': 'Memory Speed', 'value': '\u200e800 MHz'}]","[{'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 5.0 out of 5 stars 4 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 5.0 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#20,295 in Computer Memory'}]",,,,,/KOMPUTERBAY-DDR2-SODIMM-800Mhz-Gateway/product-reviews/B004LT6MUS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
644,,,,,,,,,
645,,,,,,,,,
646,,,,,,,,,
647,,,,,,,,,
648,,,,,,,,,
649,,,,,,,,,
650,Laptop Sleeve CASEZA London Notebook Case for MacBook ASUS ACER Dell HP & Other,,,,,,,,/Laptop-Sleeve-CASEZA-London-Manufacturers/product-reviews/B073X2PSKP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
651,,,,,,,,,
